Rank,Title,Content
11,잠시 동안 빛은 이곳에,"<잠시 동안 빛은 이곳에> 연애세포 따위 멸종된 지 오래,
오로지 레벨업과 아이템 수집만이 살길,  
그런 내가 갑자기 ‘결혼 당했다’?!

예측불가한 우리 관계
비즈니스일까 사랑일까

로판의 클리셰를 모두 깨버리는
로판에 마음을 빼앗기다


크로는 유독 파란색에 집착하는 길드원 루키가 자꾸만 눈에 밟힌다. 파란색이 예쁘잖아요. 레벨에 맞지 않는 파란색 저급 아이템만 모아서 사용하는 루키의 반응은 늘 똑같다. 크로는 그런 루키가 신경 쓰여 이것저것 챙기고 도와준다. 그럴 때마다 이모티콘 붙여 가며 감사를 표하는 루키의 모습이 귀엽기도 하다. 어느 날 영롱하고 새파란 빛을 뿜어내는 희귀템 ‘축복의 마음’이 출시되는데, 문제는 유저끼리 ‘결혼’해야만 그걸 얻을 수 있다. ‘축복의 마음’이 뽐내는 파란빛에 흥분한 루키가 크로에게 제안한다. …저와 결혼해 주시겠어요? 크로는 당황스럽다. 아이템 때문에 다짜고짜 청혼이라니, 정말 생각이 있는 걸까? 근데 나는 왜 이렇게 목이 타지? 그때부터 크로와 루키의 예측불가 결혼생활이 시작된다."
12,심해어,"<심해어> <심해어> / 양원영

-믿을 수 없는 ‘그날’의 진실, 이 마을엔 무언가 이상한 게 있다!
-언니, 아저씨 머리가 여전히 그걸로 보여? 생선 대가리 말야
-이 모든 이야기가 진짜라면, 믿어지세요?

조용한 어촌마을에서 벌어진 의문의 사건. 사라진 한 여성과 그의 남편에 대한 사건을 해결하기 위해 조사를 시작한 형사는, 여성의 동생으로부터 이상한 말을 듣는다. 사건의 배후는 마을을 지키는 ‘터주신’ 때문이라고 설명하는 동생. 지금부터 하는 이야기를 믿을지 믿지 않을지는 판단에 맡긴다는 그녀는, 조심스럽게 사건의 진상을 털어놓는다. 숨겨져 있던 ‘그날’의 일이 차츰 드러나고, 곧 마을 전체를 뒤덮고 있던 묘하고 기이하고 도무지 믿을 수 없는 이야기 또한, 알려지게 되는데."
13,"사이후이, 싸이파이","<사이후이, 싸이파이> 천재 지략가 제갈공명의 마지막 밤,
그날 그에겐 무슨 일이 있었나?

역사에 기록되지 않은 공명의 최후를
색다르게 그려 낸 기상천외한 상상력!

공명의 특급 비책이 밝혀지는 순간
삼국지의 역사는 다시 기록된다!


건흥 12년(234) 가을 오장원. 선주 유비의 유지를 이어받은 제갈공명은 4차 북벌을 위해 오장원에 진을 친다. 위군에는 필생의 라이벌 사마의가 버티고 있다. 호로곡의 화공으로 승리가 눈앞에 왔다고 여겼는데 하늘이 무심하게도 소나기가 내리친다. 일은 사람이 꾸미지만 이루는 건 하늘이라 했던가. 공명은 자신의 마지막을 직감하고 최후의 철군을 준비한다. 그때까진 아무도 알지 못했다, 공명에겐 세상을 뒤엎을 비책이 있다는 것을. ‘죽은 공명이 산 중달을 도망치게 한다.’ 이 말은 이제 새로 쓰여야 한다."
14,친밀한 이방인,"<친밀한 이방인> 미끄러지듯 매혹되는 이야기의 끝,
지금까지 쌓아올린 모든 것이 무너진다

삶에 대한 긍정의 자세와 깊이 있는 시선으로 인생의 비의를 길어올리는 소설가 정한아의 세번째 장편소설 『친밀한 이방인』이 출간되었다. 『달의 바다』(2007), 『리틀 시카고』(2012) 이후 5년 만에 펴내는 장편으로, 오랜만에 한국문단에 강력한 반전을 선사하는 반가운 작품이기도 하다.
한 소설가가 자신의 소설을 훔친 비밀스러운 인물의 행적을 추적해나가는 이 유려한 미스터리는 때로는 더 나은 삶의 조건을 쟁취하기 위해, 때로는 목숨을 부지하기 위해 거침없이 삶을 뒤엎는 한 인물의 일생을 여러 사람의 목소리를 겹쳐가며 복원해낸다. 그렇게 내달려온 이야기의 끝, 지금까지 촘촘하게 쌓아온 서사를 단숨에 무너뜨리는 반전은 강렬한 전율에 목말라 있던 우리를 가을밤의 싸늘한 한기 속으로 끌어다놓는다.

이름, 학력, 직업, 성별…… 모든 것이 거짓이었던 한 사람
허상을 겹치고 덧발라 만들어낸 수십 개의 가면 뒤에서
서서히 드러나는 진실의 민낯!

칠 년 동안이나 소설을 쓰지 못한 소설가 ‘나’는 어느 날 신문에서 흥미로운 광고를 발견한다. ‘이 책을 쓴 사람을 찾습니다’라는 문구와 함께 신문 전면에 어떤 소설의 일부가 실려 있다. 아무 생각 없이 소설을 읽어내려가던 ‘나’는 충격에 빠진다. 그 소설은 ‘나’가 데뷔하기 전에 누구에게도 알리지 않고 문예공모에 제출했던 작품으로, 공모전에서 낙선한 뒤로 까맣게 잊고 지내온 터였다. 신문사에 더이상 광고를 싣지 말라고 연락하자, 뜻밖의 인물이 ‘나’에게 다시 전화를 걸어온다. 육 개월 전 실종된 남편을 찾고 있다는 여자, ‘진’이었다. 놀랍게도 ‘진’은 그녀의 남편이 광고 속의 소설을 쓴 작가로 행세했다고 말한다. 남편의 거짓말은 그뿐만이 아니었다. 

“그 사람의 본명은 이유미, 서른여섯 살의 여자예요. 내게 알려준 이름은 이유상이었고, 그전에는 이안나였죠. 아무것도 확실하지 않아요. 여자라는 사실까지 속였으니 이름이나 나이 따위야 우습게 지어낼 수 있었겠죠. 그는 평생 수십 개의 가면을 쓰고 살았어요. 내게 이 책과 일기장을 남기고 육 개월 전에 사라져버렸죠.” 

믿을 수 없는 이야기가 이어진다. 소설가인 줄 알았던 남편이 사실은 여자였고, ‘진’을 만나기 전부터 거짓으로 점철된 삶을 살아왔다는 것이다. 문제의 인물 ‘이유미’는 합격하지 못한 대학에서 교지 편집기자로 활동했고, 음대 근처에도 가본 적 없으면서 피아노과 교수로 재직했으며, 자격증 없이 의사로 활동했다. 또한 그녀는 각기 다른 세 남자의 부인이자 한 여자의 남편으로 살았다. ‘나’는 점점 ‘이유미’가 살아온 삶에 강한 호기심을 느끼고, ‘이유미’의 행적을 추적해나가면서 다시 소설을 쓰기 시작할 수 있으리라 예감한다. 

“지난주에 당신을 만나고 나서, 일주일 내내 마치 뭔가에 사로잡힌 것처럼 그 이야기에서 벗어날 수가 없었어요. 그리고 궁금한 것이 점점 더 늘어나는 거예요. 저는 그 사람의 반복된 거짓과 위증이 무엇에 기인하는지 그 시작과 끝을 알고 싶어요. 단순한 흥미를 말하는 게 아니에요. 사실 저는 이것이 일종의 수수께끼 같다는 생각이 듭니다.” 

그렇게 생의 어떤 순간마다 ‘이유미’와 스쳐갔던 사람들을 하나하나 찾아가 이야기를 들으면서, ‘나’는 ‘이유미’의 뒷모습을 좇기 시작한다. 그녀의 발자취가 끊기는 곳에서 ‘나’는 그녀의 실체와 그녀가 감추고 있던 진실에 가닿을 수 있을까? 모든 퍼즐 조각이 맞춰지는 순간, ‘나’는 전혀 예상치 못한 광경을 목도하고 만다.

우리가 질서를 연기하는 한,
진짜 삶은 아무도 눈치채지 못한다

이 박진감 넘치는 소설을 쓴 작가가 『달의 바다』로 제12회 문학동네작가상을 수상한 이래 장편소설 『리틀 시카고』, 소설집 『나를 위해 웃다』 『애니』를 통해 서정적인 문체로 동세대 인간 군상의 생을 연민하고 긍정해온 소설가 정한아라는 점은 놀랍다. 작가는 우리 모두가 필연적으로 속해 있지만 대개는 불완전한 형태일 수밖에 없는 가족이라는 틀에 대해 오랜 시간 사유해온바, 『친밀한 이방인』에 이르러 그 천착의 결과를 미스터리 서사로 풀어내는 새로운 도전을 성공적으로 완수했다. 
‘이유미’뿐만 아니라 ‘나’와 ‘진’, 그리고 그 가족들은 각각 자신만의 비밀을 간직하고 있다. 기실 이 소설에 등장하는 인물들 모두에게는 굳이 드러내놓지 않은 비밀이 있을 것이다. 그리고 “그들과 나는 서로에 대해 아무것도 모르고, 모른다는 사실에 깊이 안도하면서 그 자리에 함께 머물고 있었다”. 우리는 그렇게 엉망진창인 삶의 실체를 비밀로 가려둠으로써 최소한의 거리를 유지한 채 함께 살아갈 수 있는지도 모른다. 행복이란 명확한 이해가 아닌 모호한 낙관과 희망에서 생겨난다는 이 책의 메시지가 묘한 안도감을 건네는 이유다. 이 아이로니컬한 생의 비의를 체감한 정한아의 새로운 소설세계가 이 책에서부터 펼쳐지기 시작했다."
15,도파민네이션,"<도파민네이션> 

“피로사회에서 도파민으로 버텨내는 현대인을 위한
인간, 뇌, 중독 그리고 회복에 대한 안내서”

*** 최신 뇌과학, 신경과학 그리고 풍부한 임상 사례로 풀어낸, 탐닉의 시대에서 균형 찾는 법

*도파민네이션(dopamine nation)이란?

과학자들은 중독 가능성을 측정하는 보편적인 척도로서 도파민을 사용한다. 뇌의 보상 경로에 도파민이 많을수록 중독성은 더 커진다. 과거에는 도파민을 자극하는 대상을 구하기 힘들었다. 그러나 인간이 세상을 결핍의 공간에서 풍요가 넘치는 공간으로 바꾸면서 중독의 법칙이 바뀌었다.

중독성 물질, 음식, 뉴스, 도박, 쇼핑, 게임, 채팅, 음란 문자, 페이스북, 인스타그램, 유튜브, 트위터… 오늘날 큰 보상을 약속하는 자극들은 양, 종류, 효능 등 모든 측면에서 과거와 비교할 수 없을 만큼 증가했다. 디지털 세상의 등장은 이런 자극들에 날개를 달아주었다. 스마트폰은 컴퓨터 세대에게 쉴 새 없이 디지털 도파민을 전달하는 현대판 피하주사침이 됐다. 우리는 도파민, 자본주의, 디지털이 결합된 탐닉의 사회, 도파민네이션에 살고 있다. 이제 누구도 중독에서 자유로울 수 없다.

약물, 술, 도박, SNS 등 중독 문제를 두고 우리는 흔히 개개인의 약한 의지나 타락한 도덕성을 원인으로 든다. 중독을 개인의 일탈로 보았지 사회적 차원에서 접근하지 않았다. 따라서 중독 치료는 약물 처방, 심리 치료 또는 도덕적 각성을 통해 해결할 수 있다고 믿어 왔다.

그런데 2021년 미국에서 출간돼 지금까지 뜨거운 논쟁을 일으키고 있는 『도파민네이션』은 인간이 중독에 빠지는 이유를 의지, 도덕성의 결핍이 아니라 쾌락과 고통을 지휘하는 신경물질, 도파민에서 찾고 있다. 또한 중독성 물질, 자본주의, 디지털이 결합된 현실 때문에 중독은 더 이상 개인의 문제가 아닌 모두의 문제, 사회 전체의 관점에서 바라봐야 한다고 주장한다.

이 책의 저자 애나 렘키 박사는 스탠퍼드대학교 의과대학 교수이자 스탠퍼드대학 중독치료 센터를 이끄는 정신과 의사이다. 미국 행정부와 의회의 의료 정책을 만드는데 참여하고 있으며 100여 편이 넘는 글과 논문을 발표한 학자이기도 하다. 그러나 엘리트 코스만을 밟아온 이력과 달리 그녀는 이 책에서 어릴 때부터 우울증을 앓아왔고 의사가 된 후에도 에로티즘 소설에 중독된 적이 있었다고 고백한다. 그녀는 한마디로 중독에 관해서는 ‘전문가’인 동시에 ‘내부고발자’인 셈이다.

『도파민네이션』은 최신 뇌과학, 신경과학 연구와 자신이 20년 동안 만난 수 만 명의 임상사례를 통해 인간, 뇌, 중독 그리고 회복에 대한 새로운 시각을 제시한다. 무엇보다 중독에서 벗어나 삶의 균형을 찾기 위해서는 약물 치료에 의존하기 보다는 도파민의 법칙을 이해하고 고통과 화해하는 법을 익혀야 한다고 말한다."
16,구글 엔지니어는 이렇게 일한다,"<구글 엔지니어는 이렇게 일한다> 

구글은 어떻게 개발하고 코드를 관리하는가



지난 50년의 세월과 이 책이 입증한 사실이 한 가지 있습니다. 바로 '소프트웨어 엔지니어링의 발전은 결코 정체되지 않는다'라는 것입니다. 빠른 기술 변화 속에서 소프트웨어 엔지니어링의 중요성이 더욱 강조되면서 소프트웨어 엔지니어의 역할은 점점 더 확장될 것입니다. 이제 더 이상 소프트웨어 엔지니어링은 단순히 조직을 효과적으로 운영하는 방법에 그치지 않을 것입니다. 이 책에서는 여러분이 궁금해하고, 반드시 알아야 할 프로그램을 효과적으로 짜는 방법은 물론, 코드베이스를 지속 가능하고 건실하게 만들어주는 엔지니어링 관행까지 모두 소개합니다. 이 책 한 권이면 소프트웨어 엔지니어링 프로세스를 완벽하게 익히고 좋은 제품을 남들보다 빠르게 구현할 수 있게 됩니다. 또한 20년 넘게 수만 명의 구글러가 쌓아온 노하우도 습득할 수 있습니다. 품질 좋은 소프트웨어 제품을 신속하게 개발하고 싶거나 구글의 소프트웨어 관리 방법이 궁금한 모든 이에게 훌륭한 안내서가 되어줄 것입니다."
17,멘탈을 바꿔야 인생이 바뀐다,"<멘탈을 바꿔야 인생이 바뀐다> 

국내 최고 성공심리학 전문가 박세니의 2022년 신간
인생의 변화는 결국 멘탈에 달려있고, 자신의 삶을 행복하게 만드는 것도 결국 멘탈이다.
멍한 상태로 주변 사람의 말을 그대로 믿지 마라. 실제로 실천하고 보여준 자가 아니면 결국 불가능하다는 말을 할 뿐이다. 보여준 자의 말만 철저하게 인정하고 따르면 된다. 그것이 꿈을 이루기 위해 당신이 반드시 기억해야 할 점이다."
18,플라스틱 세대,"<플라스틱 세대> -코로나19 이후, 더욱 강력한 재앙이 몰려온다!
-생태계 파괴를 앞둔 인류에게 도래한 기이한 진화
-플라스틱을 씹는 사람들, 그건 정말 ‘저주’일까?

사람들이 갑자기 플라스틱을 씹기 시작했다. 이 기이한 일의 연속에 재현은 의문을 갖는다. 무엇보다 이런 일들은 자신과는 별개의 일이고 일시적인 현상이라 생각했던 재현. 그러나 ‘플라스틱 사건’은 돌연 재현의 가장 가까운 곳까지 침투한다. 음식을 거부하고 플라스틱을 씹기 시작한 재현의 연인 서은. 혼란스러운 그에게, 이 수상함을 같이 파헤치자며 PD 금석이 접근한다. 코로나 팬데믹 세계를 관통한 우리 모두에게, 섬칫하게 내려앉는 ‘미래의 재앙’에 관한 이야기. 피치 못할 새로운 재난인가, 혹은 새로운 삶, 새로운 세대의 도래인가?"
19,덫,"<덫> <덫> / 강태형

-볕 좋은 날에 시작된 대화, 불안한 두 사람의 시선
-인적 드문 외딴 집에서 벌어진 추리극, 누가 먼저 진실을 밝힐 것인가?
-우리 둘 다 숨기는 게 있죠? 먼저 열어봐요, 그 패

시골 외딴곳의 2층 주택. 모처럼 화창한 날씨에, 소정은 정원을 정리하느라 분주하다. 그때, 연락도 없이 불쑥 소정의 집을 찾아온 선호. 호리호리한 미남형의 선호는 소정 남편의 중학교 동창이자 주택의 전 주인이기도 했다. 부재중인 소정의 남편을 이야깃거리로 삼아, 두 사람은 시시콜콜한 대화를 나눈다. 그러나 잠시 후, 두 사람의 대화는 예상치 못한 방향으로 급선회하고, 둘 사이엔 손에 땀을 쥐는 긴장감이 흐르기 시작한다.

<덫>은 ‘주택’을 매개로 한 두 사람이, 서로의 속내를 감춘 채 진행되는 대화형 스릴러다. 차분하지만 날이 서 있는 소정과 선호의 대화들을 좇다 보면, 어느새 사건의 면모와 일련의 반전이 드러나게 되는, 매력적인 추리극이다."
20,나의 투자는 새벽 4시에 시작된다,"<나의 투자는 새벽 4시에 시작된다> 

주식 1위 『나의 월급 독립 프로젝트』 저자 신작
‘개미의 전설’ 유목민, 차원이 다른 투자 인사이트

480만 원으로 3년 만에 30억 벌고 월급 독립!
그로부터 3년 후, 300억 수익 인증으로 돌아오다!!

3년 만에 30억 벌고 퇴사한 단타 투자자의 생생한 경험담을 풀어내 출간 즉시 베스트셀러에 올랐던 『나의 월급 독립 프로젝트』의 저자 유목민이 3년 만에 신작으로 돌아왔다. 주식에 관한 새로운 관점을 제시했다는 평가를 받으며 많은 개미 투자자에게 ‘가장 현실적인 입문서’로 꾸준히 사랑받는 책이다.
그로부터 3년이 지난 지금, 그의 자산은 300억 원을 넘어섰다. 투자 방식과 포트폴리오를 다변화하면서 투자자로서 ‘넥스트 레벨’에 진입한 결과물이다. 주식 잘하는 방법? ‘남과 비교할 수 없는 노력’이 유목민이 꼽는 제1조건이다. 직장인 시절에는 매일 밤 지쳐 잠들 때까지 주식 공부에 매달렸고, 월급에서 독립한 지금도 매일 새벽 4시면 일어나 전 세계 경제와 증시를 관찰한다.
저자의 두 번째 책인 『나의 투자는 새벽 4시에 시작된다』는 월급 독립의 꿈을 이룬 2017년까지의 단타는 물론 그 후의 스윙과 장기투자, 메자닌, 사모펀드, 비상장 주식에 이르기까지, 꾸준히 공부하고 성장하는 투자자로서 자신만의 방법론과 통찰을 저자 특유의 현장감 넘치는 입담으로 전한다.

“480만 원으로 시작한 평범한 개인 투자자가 3년 만에 꿈의 30억 원을 달성했고, 그로부터 3년 후 300억 원을 더 벌어들였습니다. 지금으로부터 3년 후 어디에 서 있을지는 저도 모르겠습니다.
그 관점의 확장, ‘어나더 레벨’의 세계로 함께 출발해 보시죠. 이 책을 통해서 분명 그다음 투자 세상에 연결될 것이라고 확신합니다.”"
21,레스토랑 안의 낯선 자들,"<레스토랑 안의 낯선 자들> -아내가 죽었다. 그 신사의 말대로, 정말로 아내가 죽었다
-수상한 차림의 노신사, 그가 제안하는 건 바로 ‘교환 살인’!
-꿈이 아닌, 실제 상황과 사건의 연속. 과연 남자의 선택은?

레스토랑에서 식사하고 있던 남자. 이상한 차림의 신사가 그에게 돌연 말도 안 되는 제안을 한다. 그의 제안이 실제로 현실에서 일어나자, 남자는 혼란에 빠진다. ‘직접 손을 쓰지 않고 누군가를 이 세상에서 없애는 방법’. 그게 바로 신사가 제안하고 남자가 수락한 일이었다!

「레스토랑 안의 낯선 자들」은 ‘교환 살인’을 소재로 한 스릴러 소설로, 얼떨결에 제안을 받아들인 남자와, 의문의 신사 이야기를 소재로 한다. 꿈인지 현실인지 분간이 가지 않는 상황을 가까스로 헤쳐가는 남자가 결국 마주하게 되는 충격적인 진실, 그건 도대체 무엇일까?"
22,물고기는 존재하지 않는다,"<물고기는 존재하지 않는다> ‘방송계의 퓰리처상’ 피버디상 수상자 룰루 밀러의
사랑과 혼돈, 과학적 집착에 관한 경이롭고도 충격적인 데뷔작!

‘방송계의 퓰리처상’으로 불리는 피버디상(Peabody Awards)을 수상한 과학 전문기자 룰루 밀러의 경이로운 논픽션 《물고기는 존재하지 않는다》는 여러 언론 매체에서 ‘2020년 최고의 책’으로 선정할 만큼 수많은 찬사를 받은 화제의 베스트셀러다.
집착에 가까울 만큼 자연계에 질서를 부여하려 했던 19세기 어느 과학자의 삶을 흥미롭게 좇아가는 이 책은 어느 순간 독자들을 혼돈의 한복판으로 데려가서 우리가 믿고 있던 삶의 질서에 관해 한 가지 의문을 제기한다. “물고기가 존재하지 않는다는 것은 엄연한 하나의 사실이다. 그렇다면 우리는 또 무엇을 잘못 알고 있을까?” 하고 말이다. 누군가에게는 이 질문이 살아가는 데 아무런 영향을 미치지 않을 수도 있다. 하지만 세상을 바라보는 “진실한 관계들”에 한층 가까이 다가가기 위해 노력하는 사람들에게는 분명 이 책이 놀라운 영감과 어느 한쪽으로도 치우치지 않는 폭넓은 시야를 제공해줄 것이다.

물고기가 존재하지 않는다면, 우리가 이 세계에 관해 아직 모르고 있는 것은 또 뭐가 있을까? 또 어떤 범주들이 무너질 참일까? 구름도 생명이 있는 존재일 수 있을까? 누가 알겠는가. 해왕성에서는 다이아몬드가 비로 내린다는데. 그건 정말이다. 바로 몇 년 전에 과학자들이 그 사실을 알아냈다. 우리가 세상을 더 오래 검토할수록 세상은 더 이상한 곳으로 밝혀질 것이다. _265쪽"
23,원씽,"<원씽> 인생의 반전을 불러오는 단순함의 힘
당신의 삶을 소모시키는 멀티태스킹의 허상에서 벗어나라!

아마존 종합 베스트셀러 1위!
《월스트리트 저널》 종합 베스트셀러 1위!
《뉴욕 타임스》《USA 투데이》《워싱턴 포스트》 베스트셀러!
전 세계 독자들이 주목한 2013년 최고의 책!

당신에게는 성공의 첫 번째 도미노가 있는가?
주위를 돌아보면 ‘무슨 일을 해도 어쩌면 저렇게 잘 풀릴까’라는 생각이 들게 하는 사람이 한 명씩은 꼭 있기 마련이다. 반대로 정말 열심히 살지만 제대로 풀리는 게 없다고 여기는 사람들도 있다. 이들은 타고난 팔자라거나 운이 좋았다는 식으로 다른 사람의 성공을 단정 짓고 자신들의 ‘운 없음’에 좌절하곤 한다. 하지만 그건 사실이 아니다. 위대한 성과를 내는 남다른 인생과 평범한 인생을 결정짓는 차이는 바로 ‘꼭 해야 할 일’에만 파고들었느냐, ‘필요 없는 일’에 에너지를 낭비했느냐에 있다.
성공은 도미노처럼 작동한다. 성공한 사람들은 늘 성공에 ‘꼭 필요한 일들’의 ‘순서’를 계획해놓고 ‘가장 알맞은 타이밍’에 첫 번째 일을 ‘제대로’ 해낸다. 한 번 넘어지기 시작하면 멈추지 않는 도미노처럼 그들은 처음의 성공을 다음 행동과 연결 지음으로써 더 크고 더 위대한 성공을 이끌어낸다. 그들은 첫 번째 도미노만 정확히 찾아 쓰러뜨린다면 줄지어 늘어선 수많은 도미노는 자연히 쓰러지게 된다는 성공의 도미노 효과를 누구보다 잘 알고 있다. 모든 일을 시작하게 하는 단 하나의 도미노, 우리가 ‘원씽(The One Thing)’이라 부르는 이것을 찾아낼 수만 있다면 누구나 술술 잘 풀리는 인생을 경험할 수 있다. 

The One Thing, 복잡한 세상에서 나만의 중심을 잃지 않는 법
《원씽 The One Thing》은 미국에서 가장 큰 투자개발 회사의 대표이자 총 130만 부 이상이 팔린 베스트셀러의 저자 게리 켈러와 제이 파파산이 쓴, 이제까지의 통념을 뒤엎는 신개념 자기계발서이다. 이 책이 말하고 있는 인생의 성공과 행복에 대한 단순한 진리는 바로 ‘원씽’(The One Thing), 자신에게 가장 중요한 단 하나, 가장 중요한 한 가지 일에 집중하고 파고들라는 것이다.
‘원씽One Thing’은 세상의 모든 분야에 적용될 수 있는 개념이다. 기업의 입장에서는 회사를 상징하거나 정체성을 드러내는 하나의 제품이나 서비스, 개인의 삶에서는 자신의 인생을 의미 있게 만들어주는 한 가지 목표를 의미한다. 다시 말해 기업의 수익성과 매출, 개인의 직업과 연봉과 같은 단선적인 시각이 아닌 보다 본질을 관통하는 주제이며 목적을 항해 나아가도록 해주는 원천인 것이다. 그래서 저자는 이 책에서 “당신에게 가장 중요한 ‘단 하나’는 무엇인가?”(What‘s your ONE Thing?)라고 계속해서 질문을 던진다. 

중요하지 않은 것은 버려라.
당신의 에너지를 오직 한 가지에 집중하라!
자신만의 ‘원씽’을 찾는 방법을 알려주기 위해 씌여진 이 책은 총 3부로 구성되어 있다. 먼저 1부에서는 모두가 성공의 원칙이라고 믿어온 여섯 가지 주장(모든 일이 다 중요하다/멀티태스킹은 곧 능력이다/성공은 철저한 자기관리에서 온다/의지만 있다면 못할 일은 없다/균형 잡힌 삶이 아름답다/크게 벌이는 일은 위험하다)의 허상을 조목조목 비판한다. 이런 잘못된 믿음으로 인해 우리는 바쁘게 일하는 것만이 능사이고, 모든 일을 다 완벽히 잘하기 위해 동시에 여러 가지 일을 하다 결국 아무것도 제대로 하지 못하고 지쳐 떨어지고 만다는 것이다. 또한 이렇게 여러 일을 해내지 못하면 ‘자기관리’와 ‘의지’가 부족한 것으로 자책하게 만드는 것 또한 각종 미디어와 자기계발서가 만들어낸 거짓일 뿐이라고 저자는 지적한다. 우리에게 필요한 것은 중요한 일을 지속시킬 수 있는 ‘습관’일 뿐이며 이러한 습관 만들기에 필요한 실질적인 지침을 소개한다. 
2~3부에서는 성공을 둘러싼 허상에서 벗어나 자신만의 큰 목표를 세우도록 우리를 안내한다. 그 첫 단계에 해당하는 ‘초점탐색 질문’은 ‘아무리 강렬한 햇빛이라도 초점을 맞추기 전에는 절대로 종이 한 장 태울 수 없다’는 말처럼 최종의 목표인 ‘원씽’에 다가가기 위해 지금 당장 해야 하는 ‘원씽’이 무엇인지 알려준다. 그리고 더 큰 성공에 도달하기 위한 도미노를 세우는 데 필요한 요소들을 분석한다. 이 과정을 통해 성공의 열쇠는 우리가 ‘모든 일’을 다 잘 해낼 때 오는 것이 아니라 가장 핵심적인 일을 가장 ‘적합한’ 순간에 해내는 것임을 깨닫게 해주고 그 핵심적인 일을 찾기 위한 우선순위를 결정하는 법에 대해 명확히 설명해준다. 

인생에도 뺄셈이 필요하다
오늘날 대부분의 사람들은 자신의 인생에 중요하지 않은 일들을 하고 필요 없는 관계들을 유지하느라 인생의 대부분의 시간과 에너지를 빼앗기고 있다. 당장 오늘 하루를 돌아보자. 오늘 한 일 중에서 자신이 생각하는 인생의 최종 목표에 반걸음이라도 가까이 가게 해준 것이 있는지, 혹 나의 꿈이 아닌 누군가의 꿈을 이뤄주기 위해 나의 소중한 하루를 희생하지 않았는지 말이다. 당신의 인생에서 가장 중요한 ‘원씽One Thing’은 무엇인가? 자신이 지금 하고 있는 일이 인생의 ‘원씽One Thing’에 이르기 위한 도미노 블록 중 하나인가? 이 두 가지 질문에 자신 있게 대답하지 못한다면 지금 바로 저자들의 이야기에 귀를 기울여야 할 것이다. 결코 모든 일을 다 잘하려고 하지 마라. 한꺼번에 많은 일을 해내는 사람이 승자가 되는 것이 아니라 한 가지라도 제대로 해내는 사람이 최종 승자가 된다는 단순명쾌한 진리를 한번 따라가 보자. 그리고 사방에 흩어져 있는 도미노들의 열을 우선순위에 맞춰 세우고 첫 번째 도미노를 쓰러뜨리자. 뒤로 줄줄이 넘어질 준비가 되어 있는 더 큰 성공으로 이어지는 긴 도미노를 발견하게 될 것이다. 

추천의 글

과중한 업무와 멀티태스킹이 만연한 이 세상에서 단순하지만 명확한 메시지를 전달하는 이 책은 베스트셀러에 오를 수밖에 없다. 당신이 에너지를 한 가지에 몰입하라. 놀라운 삶이 시작될 것이다.
_《뉴욕 타임스》

이 책은 당신의 성공을 가로막고, 당신의 계획을 좌절시키는 거짓말들이 무엇인지 보여 준다. 그리고 ‘단 하나’(The One Thing)를 통해 완벽하게 새로운 전략을 제안한다. 당신이 일하는 방식, 선택하는 방식, 그리고 성과를 내는 방식 그 모든 부분에서 이 책은 획기적인 변화를 선사할 것이다.
_《월스트리트 저널》

이 책은 어떻게 멀티태스킹을 가장한 ‘주의력 결핍’에서 벗어나며, 우선순위를 정하고 한 곳에 집중해야 하는지 알려 준다. 세계에서 가장 큰 투자개발 회사를 소유한 백만장자가 들려주는 가치 있는 성공의 조언들이 가득하다.
_《포브스》

쳇바퀴 안에서 늘 똑같은 인생이 계속된다고 느끼는가? 지금 당장 이 책을 집어라. 당신의 삶에 기막힌 변화를 가져다줄 것이다. 당신의 선택에 인생의 성공이 달려 있다.
_NBC"
